order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng
a,a,delivered,1489818132,1485887519,466976934,1189544266,1522540800,1,BR,It,1427105550,257.71,37.97,2,credit_card,5,322.86,a,4,61473600,1454836324,b8fbbfbb999eada7bea124f324481dca,1003,salvador,RJ,-11.109620581064961,-44.10531589083599,cama_mesa_banho,47.0,529.0,3.0,849.0,14.0,12.0,9.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
tW,tW,delivered,1539797418,1376974979,1536695308,1377669283,1522195200,1,BR,It,1431703128,299.31,19.45,2,credit_card,3,298.48,tW,2,73634400,1484829180,dcfbc32ae520bb179c3dd7a85d305452,1003,esteio,RJ,-11.109620581064961,-44.10531589083599,cama_mesa_banho,47.0,529.0,3.0,849.0,14.0,12.0,9.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
tW,tW,delivered,1539797418,1376974979,1536695308,1377669283,1522195200,1,BR,It,1431703128,299.31,19.45,1,boleto,4,285.51,tW,2,73634400,1484829180,dcfbc32ae520bb179c3dd7a85d305452,1003,esteio,RJ,-11.109620581064961,-44.10531589083599,cama_mesa_banho,47.0,529.0,3.0,849.0,14.0,12.0,9.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
oh,oh,delivered,1539797418,1453434303,1331685919,1444767330,1519084800,1,Ks,It,1435282455,321.95,15.84,1,credit_card,6,223.73,oh,5,99100800,1514468047,224b15464e745161e85d336784429551,57603,rio de janeiro,PR,-14.768322264600695,-44.253056923357306,construcao_ferramentas_construcao,38.0,958.0,1.0,718.0,14.0,25.0,17.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
zR,zR,delivered,1349155232,1488805811,453490306,1539782566,1517961600,1,gL,It,1428109900,0.85,34.66,2,boleto,3,0.0,zR,5,132595200,1408482824,46ccb0012f64c53a1ed1e87bb8ae60ed,21731,paulinia,MG,-27.71512686462904,-46.819935243164146,brinquedos,49.0,4.0,1.0,1180.0,31.0,22.0,12.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
gN,gN,delivered,1539797418,1535996406,1536695308,1315068757,1510185600,2,lj,It,1435746165,0.85,30.04,2,credit_card,3,0.0,gN,5,112626000,1197722408,65351d273e6fd27c4bd2bfc6cf40cd7e,49557,pindamonhangaba,RS,-24.18120286636236,-47.97322318598883,brinquedos,37.0,1090.0,1.0,986.0,7.0,22.0,6.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
gN,gN,delivered,1539797418,1535996406,1536695308,1315068757,1510185600,2,lj,It,1435746165,0.85,30.04,1,credit_card,3,0.0,gN,5,112626000,1197722408,65351d273e6fd27c4bd2bfc6cf40cd7e,49557,pindamonhangaba,RS,-24.18120286636236,-47.97322318598883,brinquedos,37.0,1090.0,1.0,986.0,7.0,22.0,6.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
hy,hy,shipped,1083027845,1404380322,1392128058,1248292339,1523404800,2,zH,It,1439373421,0.85,27.69,1,credit_card,0,72.83,hy,4,114130800,1540244119,08417644f62cb87c2b413b49eb2e052e,22660,jaiba,MG,-30.67641038528157,-52.14531799864529,esporte_lazer,49.0,188.0,3.0,4049.0,38.0,35.0,30.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
mW,mW,delivered,1539797418,1429216666,376065948,1440242809,1522540800,1,zH,It,1431030605,7.08,22.07,1,credit_card,2,0.0,mW,5,61470000,1540929176,5f9d2e3eebc8118fe4aa8945521dae6c,11095,manhuacu,SP,-28.213842216998874,-50.76206057052382,esporte_lazer,49.0,188.0,3.0,4049.0,38.0,35.0,30.0,12282,fazenda rio grande,SP,-14.816614259687032,-42.51067508688799
FB,FB,delivered,1126001392,1468367791,546511030,1539782566,1511568000,2,BR,hV,1435621381,323.55,3.93,1,credit_card,4,271.22,FB,4,61495200,1540463260,d367e463a7332e0b77058a729baa80f9,1003,ipatinga,SP,-11.109620581064961,-44.10531589083599,cama_mesa_banho,47.0,529.0,3.0,849.0,14.0,12.0,9.0,16374,sao paulo,SP,-19.35040063993292,-51.65872545907804
hM,hM,delivered,1539797418,1373560265,1536695308,1301493012,1503187200,3,BR,hV,1435121664,355.3,20.45,1,credit_card,4,467.43,hM,3,71589600,1522630272,06d4334ea4015768bd38c2d5531efe95,81239,bastos,MT,-16.323402906281753,-46.707751801045355,cama_mesa_banho,47.0,529.0,3.0,849.0,14.0,12.0,9.0,16374,sao paulo,SP,-19.35040063993292,-51.65872545907804
yU,yU,delivered,1451357576,1492381939,585235676,1479737553,1514073600,1,ky,hV,1433639723,117.73,9.38,1,credit_card,3,322.23,yU,5,64461600,1264158651,3e4277782d17fcd302b387e5a7c0da0c,1003,salvador,SP,-11.109620581064961,-44.10531589083599,cama_mesa_banho,38.0,990.0,5.0,1345.0,30.0,2.0,15.0,16374,sao paulo,SP,-19.35040063993292,-51.65872545907804
d,d,delivered,1539797418,1468926327,1345735464,1412866797,1517961600,2,Id,hV,1442337298,25.16,3.91,1,boleto,1,0.0,d,5,61477200,1202677833,3f903ae26d5419e71b3eae9201f54c85,11179,niteroi,SP,-8.382090900567661,-45.870014911376565,relogios_presentes,56.0,4.0,2.0,319.0,30.0,11.0,19.0,16374,sao paulo,SP,-19.35040063993292,-51.65872545907804
d,d,delivered,1539797418,1468926327,1345735464,1412866797,1517961600,2,Id,hV,1442337298,25.16,3.91,1,credit_card,2,0.0,d,5,61477200,1202677833,3f903ae26d5419e71b3eae9201f54c85,11179,niteroi,SP,-8.382090900567661,-45.870014911376565,relogios_presentes,56.0,4.0,2.0,319.0,30.0,11.0,19.0,16374,sao paulo,SP,-19.35040063993292,-51.65872545907804
di,di,delivered,1360071690,1434061274,1445791396,1357123380,1504310400,1,zk,hV,1439048325,183.48,35.61,2,credit_card,7,417.27,di,3,61477200,1469882900,76a74caf44c92f49f951964b79d191a9,83680,itajai,GO,-21.424697720261275,-55.15022026955472,brinquedos,50.0,1282.0,3.0,6353.0,51.0,20.0,35.0,16374,sao paulo,SP,-19.35040063993292,-51.65872545907804
Je,Je,delivered,1464949795,1361928568,1536695308,1441502613,1494633600,2,Da,hV,1423812387,41.3,24.0,2,boleto,5,152.41,Je,2,143650800,1491084112,a4f5ad1d5cd5d106aa02621eef8dd48b,75662,sumare,PE,-18.18214297053091,-48.57204332554413,pet_shop,42.0,1975.0,1.0,3145.0,26.0,22.0,32.0,16374,sao paulo,SP,-19.35040063993292,-51.65872545907804
FB,FB,delivered,1126001392,1468367791,546511030,1539782566,1511568000,2,BR,dZ,1435621381,323.55,0.0,1,credit_card,4,271.22,FB,4,61495200,1540463260,d367e463a7332e0b77058a729baa80f9,1003,ipatinga,SP,-11.109620581064961,-44.10531589083599,cama_mesa_banho,47.0,529.0,3.0,849.0,14.0,12.0,9.0,56656,estancia velha,PR,-22.086804822436818,-46.16164511515697
