order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng
a,40e2d996e2e7b68e453e264a377ba7f8,delivered,1486999837,-9223372036,-9223372036,-9223372036,1505088000,1,4cafc445fc7535c3b41b8978c0ce68dc,ef506c96320abeedfb894c34db06f478,1512677767,341.03,1.97,1,credit_card,6,398.09,a1cab0382a492da9ddefdf61cab0fee8,3,1524873600,1534424323,d8127f3c612f4c33dc3a1d8246fd0884,52451,sao paulo,RJ,-11.109620581064961,-44.03619542275678,brinquedos,39.0,1025.0,3.0,1556.0,32.0,14.0,8.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
adIn,da722aeb208a338524582eb7f7400b1f,delivered,1523360125,-9223372036,-9223372036,-9223372036,1528848000,1,4cafc445fc7535c3b41b8978c0ce68dc,ef506c96320abeedfb894c34db06f478,1524072579,139.66,13.97,2,credit_card,0,176.29,5481ea884186e1a9f474d860ebca5a33,3,1530662400,1512764495,2faf4a1d502b10555a9f39353ea20148,73292,rio de janeiro,RJ,-16.933709143144828,-43.66675507968309,brinquedos,39.0,1025.0,3.0,1556.0,32.0,14.0,8.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
aOtz,e7df26186f3d9f607e59f950c80dd3aa,delivered,1517866938,-9223372036,-9223372036,-9223372036,1517788800,1,4cafc445fc7535c3b41b8978c0ce68dc,ef506c96320abeedfb894c34db06f478,1500517819,15.61,13.14,2,credit_card,2,61.9,671a65bed4c9881a0f90360003fe4c13,3,1486598400,1513951866,ca55ba94b18238fab20c54e2f0f3ac5e,24310,nova granada,SP,-26.069591842225147,-46.113141168997394,brinquedos,39.0,1025.0,3.0,1556.0,32.0,14.0,8.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
ahMI,40635de7a8e375d08070f9f08f57f6fd,delivered,1531756888,-9223372036,-9223372036,-9223372036,1501027200,2,99a4788cb24856965c36a24e339b6058,ef506c96320abeedfb894c34db06f478,1515713725,559.14,41.17,2,boleto,3,211.39,88655a0061160d75608782d6ddba2816,5,1506470400,1507746892,32d91a2beeaac4b5d31353cc60f2aea3,18089,rio de janeiro,SP,-30.248382250664978,-48.400354998695676,moveis_decoracao,40.0,832.0,3.0,501.0,10.0,7.0,19.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
bVxw,6ba6fd4d14d09e8ee136c92ace6f508b,shipped,1521309806,-9223372036,-9223372036,-9223372036,1516233600,1,99a4788cb24856965c36a24e339b6058,ef506c96320abeedfb894c34db06f478,1511409985,90.89,30.63,2,boleto,1,300.72,f90f5f91e95125f36a1349b2b368fd12,5,1511049600,1533761192,53d3c9f63aa40c35e6aa6d28ad46f9c4,67029,votuporanga,RJ,-28.19681154064383,-43.11131174760564,moveis_decoracao,40.0,832.0,3.0,501.0,10.0,7.0,19.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
cAiE,ab58d6d2846ad28915bc42bf8f75a853,shipped,1517002961,-9223372036,-9223372036,-9223372036,1517184000,2,99a4788cb24856965c36a24e339b6058,ef506c96320abeedfb894c34db06f478,1497293716,53.56,1.34,2,voucher,5,98.5,c18153eba2fd375e0653cbc2b6725a3e,4,1487116800,1503692410,9f487d2a91b3d0bc162b18e0d579fee1,85494,aparecida de goiania,DF,-15.718647352365974,-51.859960074586354,moveis_decoracao,40.0,832.0,3.0,501.0,10.0,7.0,19.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
IxB,58cf5854ad59bf0a57a265c1f9e9b998,delivered,1522998507,-9223372036,-9223372036,-9223372036,1534377600,2,422879e10f46682990de24d770e7f83d,ef506c96320abeedfb894c34db06f478,1521772238,58.94,7.69,2,boleto,1,122.59,cc510f56bb70bdfe63add12208fef538,3,1497052800,1513635902,a4268f1c2bea89056a164ebd106e72c9,68205,santos dumont,RS,-25.71451001991437,-51.549534025331496,brinquedos,54.0,1393.0,2.0,809.0,22.0,14.0,22.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
anlg,8d4c810bc640a51297ba21205495bbd3,delivered,1519510352,-9223372036,-9223372036,-9223372036,1511827200,1,33ba4b29d820b397054cc97e892ab1bc,ef506c96320abeedfb894c34db06f478,1510183818,92.38,11.54,1,boleto,2,295.16,a7f467c86ea301cda395bc932654aea8,3,1533168000,1494882589,d46c90e3abc3f45f678af0b8bc0d75c3,67174,curitiba,RJ,-19.30484211702861,-48.886430592950724,bebes,35.0,161.0,1.0,1142.0,29.0,25.0,16.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
amED,03d68326e3785e49748a00805e89e61c,delivered,1486672013,-9223372036,-9223372036,-9223372036,1515974400,2,d696750e550fd0f733979dd7e5dff921,ef506c96320abeedfb894c34db06f478,1498690207,251.68,25.17,1,credit_card,8,371.23,b1cfb43e7263a3a1e1079b922a703b4d,2,1499299200,1528516159,8bb9834649210152e6fb0a01c201651c,64322,ouro verde,MG,-21.787480993879576,-44.09040727176075,cama_mesa_banho,55.0,1190.0,3.0,1655.0,27.0,10.0,18.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
Lmn,14c746d1ab062a46b0ddb1cb59cd8bbf,delivered,1515441844,-9223372036,-9223372036,-9223372036,1508284800,2,f7bb503725fb4d7bb55301d5bceba728,ef506c96320abeedfb894c34db06f478,1511877999,318.6,58.34,1,boleto,1,453.7,268c001e65c9cb176f33feb399f00796,4,1520640000,1503108251,9abf4d8d20ca191ce59eb6227cf53d6d,27770,rio de janeiro,SC,-33.46198930049119,-47.029028073720475,cama_mesa_banho,55.0,51.0,3.0,6257.0,59.0,50.0,35.0,29032,sao paulo,SP,-20.58351634416946,-49.38700441943202
