order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng
a,a,delivered,1463410643,1523252533,1073032950,1539782566,1516752000,1,gz,kt,1428762746,3.56,0.0,1,credit_card,2,94.42,a,3,90972000,1446309759,31c2518bb0a8ce514321a9279deeca39,18626,belford roxo,SP,-11.109620581064961,-53.39606888191746,automotivo,22.0,1661.0,1.0,0.0,24.0,2.0,6.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
ge,ge,delivered,1539797418,1535996406,121299469,1539782566,1538265600,1,z,kt,1434606360,92.01,0.46,2,credit_card,0,4.93,ge,5,113594400,1116698347,b85e820fce5efe8ba55df5a2bdfe5d9c,49520,foz do iguacu,RJ,-25.31613710251625,-47.08294289372258,brinquedos,45.0,830.0,3.0,0.0,7.0,19.0,20.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
rj,rj,delivered,1315773642,1430561096,892458451,1407375636,1518220800,1,cJ,kt,1426581073,94.76,15.76,1,voucher,4,10.89,rj,2,79689600,1540722461,3edbdef5636cc6b1a8c4f661a8910ba2,68190,rio de janeiro,SC,-21.84330542024064,-46.79721309677683,utilidades_domesticas,45.0,1017.0,1.0,496.0,7.0,13.0,21.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
pD,pD,delivered,1539797418,1533361139,1536695308,1539782566,1511913600,1,rx,kt,1447156902,388.3,16.78,1,boleto,4,382.86,pD,3,103273200,1330809464,6a1b6217293aea8dd76a8f814aade480,26619,belo horizonte,RJ,-28.54763914451725,-47.35203571128352,beleza_saude,37.0,1693.0,1.0,0.0,63.0,3.0,34.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
r,r,delivered,1478130165,1535996406,400627164,1539782566,1527811200,1,ax,kt,1429374935,26.7,23.2,1,credit_card,8,0.0,r,5,69620400,1540838850,cc3db54bae11167976708abdc66729eb,70522,almas,RS,-12.653867701538491,-37.129125666411426,market_place,41.0,1216.0,3.0,0.0,22.0,2.0,13.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
r,r,delivered,1478130165,1535996406,400627164,1539782566,1527811200,1,ax,kt,1429361171,23.09,23.2,1,credit_card,8,0.0,r,5,69620400,1540838850,cc3db54bae11167976708abdc66729eb,70522,almas,RS,-12.653867701538491,-37.129125666411426,market_place,41.0,1216.0,3.0,0.0,22.0,2.0,13.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
oS,oS,delivered,1539797418,1535996406,1536695308,1501522563,1503878400,1,dA,kt,1425645233,358.5,27.22,1,boleto,3,393.72,oS,5,61488000,1403304687,6be2dcacf82048d103cbd54e0b8937f9,18219,belo horizonte,RJ,-9.004082491537062,-46.01217329155489,cama_mesa_banho,43.0,1309.0,1.0,3244.0,62.0,24.0,36.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
fe,fe,delivered,1539797418,1395579533,495645496,1539782566,1518566400,1,gc,kt,1425922715,192.96,38.26,2,credit_card,6,271.4,fe,5,61480800,1527328247,7c5bd38e6bd19723c46d84314c23d5fa,14701,pocos de caldas,RJ,-23.43625330607308,-50.07285495362831,moveis_decoracao,71.0,615.0,5.0,4007.0,34.0,13.0,17.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
lf,lf,delivered,1539797418,1535996406,1536695308,1310307840,1488758400,1,r,kt,1427447269,156.1,17.12,2,credit_card,6,193.98,lf,4,61470000,1232609130,1659a530fa04582c8343cc08579555c3,39986,machado,MG,-23.4001718203752,-43.180993531188975,utilidades_domesticas,37.0,1064.0,1.0,0.0,21.0,2.0,17.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
pR,pR,delivered,1396623337,1376819417,857678446,1539782566,1510876800,1,r,kt,1422396172,150.77,29.29,1,credit_card,2,283.12,pR,5,100659600,1541131882,550a1a0e8ad53e4147e6c761b5699c2b,53814,parnamirim,MG,-19.46338566647735,-47.13639820782982,utilidades_domesticas,37.0,1064.0,1.0,0.0,21.0,2.0,17.0,29031,indaiatuba,SP,-21.54278817527864,-47.3568744073587
se,se,delivered,1539797418,1426062148,1338111342,1351267020,1494374400,1,gz,kz,1422721352,8.2,2.52,1,credit_card,0,31.45,se,5,61484400,1541263418,63f2c38081ac46cf2f268b32ea5e6525,1003,curitiba,MA,-20.376070772959782,-53.788278782818864,automotivo,22.0,1661.0,1.0,0.0,24.0,2.0,6.0,36437,rio do sul,PR,-14.649100370330036,-47.854191349184674
pr,pr,delivered,1400615008,1403312511,1536695308,1374353695,1523664000,2,js,kz,1391013141,354.58,38.79,1,boleto,5,460.63,pr,5,61470000,1540844718,32fd2eb152c94d2db5fdbbb78d6e0c50,80251,avanhandava,DF,-26.53555331741683,-47.49411362044052,relogios_presentes,48.0,609.0,4.0,989.0,36.0,30.0,28.0,36437,rio do sul,PR,-14.649100370330036,-47.854191349184674
cE,cE,delivered,1325100159,1535996406,1365986650,1488499264,1514937600,1,rU,kz,1420974008,41.69,0.0,1,credit_card,0,98.98,cE,4,61491600,1487902291,2491ed27009b12086d31b24ed00a0782,1003,sao paulo,SP,-20.376070772959782,-53.788278782818864,fashion_calcados,57.0,1016.0,1.0,0.0,12.0,2.0,6.0,36437,rio do sul,PR,-14.649100370330036,-47.854191349184674
lr,lr,shipped,1492758520,1491226841,789968182,1539782566,1524096000,1,cJ,kz,1416363649,79.76,5.71,1,credit_card,8,69.47,lr,5,67316400,1540842956,c73f127b0d8c83be60c7249dd77e1828,66365,carapicuiba,PR,-22.730641948466193,-55.5519254385692,utilidades_domesticas,45.0,1017.0,1.0,496.0,7.0,13.0,21.0,36437,rio do sul,PR,-14.649100370330036,-47.854191349184674
fd,fd,delivered,1319223705,1055772968,1536695308,1539782566,1502928000,1,pY,kz,1288935830,9.09,27.74,1,boleto,4,79.21,fd,5,112341600,1541079949,5d7bccd6e2372ae1b1a1cd753e1f7171,1003,rio de janeiro,SP,-20.376070772959782,-53.788278782818864,esporte_lazer,41.0,1420.0,2.0,13140.0,53.0,25.0,52.0,36437,rio do sul,PR,-14.649100370330036,-47.854191349184674
